asset_id,source,owner_license_status,allowed_in_production,notes,owner,license_identifier,distribution_proof_file,distribution_proof_sha256,source_sha256,scope,release_status,reviewed_at,verification_task
equipment_raccoon_engineer_chest_machine__668x500,analysis/figma/raw/images/599dab42cfb75937f7a1b9fc111ccb283886ac49,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,a0b74f4a855a2dd00d085fda4d9098e997d0eafa3e28f703fab2c06d6d97f967,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
relic_leaf_crescent__470x571,analysis/figma/raw/images/59fabe382ec32d1dfedf9b053ba7bf9bf5355a65,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,dee381fa4b917cefb8f27501870deecba240b0d8a44d124b1d79c3baefcd677c,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_elf_archer_ring_leaf__529x544,analysis/figma/raw/images/5a5f49a12405c47385e182776d35af1e3809f250,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,26aeb77ab5fa7c4ca3473a2993d3bb1c87cec7d3cab7a9885244010fd5d1edee,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_frame_equipment_gold__1035x1545,analysis/figma/raw/images/5b2fb629c36746c86adbb8f7460d1770ae270cdc,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,bbffc23e9dcc5da6a4f6f2f85680798c25877faccba3562f2c5b0c841909d56d,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_ice_fairy_robe__670x754,analysis/figma/raw/images/5bb94d24b5701250d51a9f5999e913cb4657055c,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,7cef3018bc159a7895deff14b1772ef17ddc3920c3700f4135b261509b28f60e,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
enemy_dark_bat_mage__472x383,analysis/figma/raw/images/5d7e96c8d3236bfc5c2add7121fb26f2b6b510b1,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,f3f4637120f244495cf707811565e223f52488455a8fc58c0501fac0cd85d279,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_sword__525x536,analysis/figma/raw/images/5dcc8f91b17f1226f0c012df0135ae09f03678b0,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,5742eb59c3aab5fa28e82c25c48570f6d0b499d8caac8ee7c31abc5b7efc004a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_nav_heroes_helmet__476x388,analysis/figma/raw/images/5dd930ff66d91d0edfd2480e1de8ce59b7b71c98,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,de660a8e5eabada873b871c369782d63c63a03ab439dfb03c4f399dfdd33e1c7,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
relic_fire_dragon_head__203x288,analysis/figma/raw/images/5ecf8359d5ef62bda32ceb060cf8039ccf50ec82,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,90e3eaeda769b50663313748cd21e125fa93b97402176f2132a5667dcaec542f,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_sword__263x268,analysis/figma/raw/images/5eeab04b88a09db3ffecc36435ced37c4b0afa6f,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,bf74a88ef0bcf5e9b78ef4b4dbc76fedaa6acc53b0f51c955f8bc2f9a0ae820d,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_elf_archer_coat__663x625,analysis/figma/raw/images/5fa746afd3d5fd77d9d6feb3916a29828e85188f,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,f7f0b8d7d8d072b23a6ee37e49447af51fa9adff7eb096c83bea3a574ec6b102,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_ice_fairy_staff_snowflake__583x881,analysis/figma/raw/images/5fe747f63bc0c20354a03a39f34d22bf172c5757,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,ebb4bd85aed8cef85c92334c2eccdd7c2a6cb94a423cce02cb14d0d2fb51e74e,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_panel_blue_square__362x404,analysis/figma/raw/images/627bd3ee8f9578ceef394a482d97ac1e57fba7fa,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,d5a4b0effd8a3393d95fb03b72274b3dd356c249c3a5dc86d4dabb2937a363d7,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_upgrade_arrow__326x354,analysis/figma/raw/images/6383c14fef9a588040445156d17871feae1021aa,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,ba968d056523ed6723180c226c1a72679edbc07fd2a80e32c2b7ab72475a826b,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
relic_green_disc__242x274,analysis/figma/raw/images/64bc704a021064c000e04ee27fdc1f9c185bebe7,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,c3808158e04cd38a9d6cfddde8febad3179ba104f134b1f6ea59591902747e0d,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_owl_mage_staff_owl__478x836,analysis/figma/raw/images/65cd524b7292d59bfce6b1d95c03bb73cf72ebc1,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,363f9dfc08389657906da5269755aa2068bb50467797f359c9948bd93f27d60d,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_lion_knight_hammer__509x696,analysis/figma/raw/images/668c3a9a2ae00999798a24b7ba79bc4702ce62bd,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,4dc6c1c5b0a424ccf7b567d1aa5c5dd654f87ee5fa7ec8d80f3eac99570868be,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_dungeon_shadow_strip__2172x724,analysis/figma/raw/images/66b36f8823daa26c49439008b7247fb72caf8fb6,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,1f7ab0bebbb3ed3b21331dcc86d4ac14024723a2d1efa65137a91fc5614cbfb9,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
relic_leaf_crescent__235x286,analysis/figma/raw/images/672e9ee6972d00950355511e004ea13cac508184,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,1c98eb0665dbdeb7ef902664f72d7848827ddf8a5ff01d2b078c08c656b60b38,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_turtle_warrior_hammer__281x323,analysis/figma/raw/images/677f461376f4eb79e91a01e0859936fbe5b3279e,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,09b2577fcbe54b7a9851f07386fed80406ea6d33f4f49cf2b67c9a9cba1f511a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
branding_welcome_text__272x91,analysis/figma/raw/images/67cdd7734b2176cf091d7505901539412e9727a3,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,372ed19f77ed479ee26da1fe4049703b619efe073b540437cdc83117e54f7ed9,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_owl_mage_staff_crescent__394x792,analysis/figma/raw/images/696dd30a73d5d2e2c929303afd4a5ba32e3332f3,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,aba0caa7ea277efe4f57e292d7ba07b5a9e22c493a36b612dc37024be32d7321,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_frame_purple_shield__1628x1719,analysis/figma/raw/images/69745b8d9f7ddc33f8e3dd7fcd00b87039fd3eed,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,3a981b702c791b1154957731cd72842ebc2364f518e1ffda5e12a1f8596fa3a0,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
hero_owl_mage__454x440,analysis/figma/raw/images/6a64125f8dc9693f40703fbaf4fe85b7759d80af,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,3cc1d97a94a86e6accdada7ba90cb27c035e84473d22d04eec59b9f19261fd67,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_floating_islands__941x1672,analysis/figma/raw/images/6b0fe4f85adb51efb23cdd45f201e502c0686cd1,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,ec5c23fbb04b3ee8647540f5e87334d9d109114d3c73cf7d20119c3b86ec2c74,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
enemy_stone_gargoyle__1789x1558,analysis/figma/raw/images/6b23891eb8e67567c8677d78a892c054f1fe5f21,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,0884660aeb4e4650f68f218a89143280903c84bd20d4adefe231cfe3bef994d5,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
currency_blue_orb__273x277,analysis/figma/raw/images/6b619134c83e85858b3483bc16a80bc6b91dcea2,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,a99125c69348120007c532079171b6136e53761536c048473cf03f3bff16fa95,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_turtle_warrior_chest_shell__608x522,analysis/figma/raw/images/6bc34dd104e58e77958567e48e5459e94a81e695,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,53a8ca645c3e720207a3b6b3eed6d1296a1ef90179812d9b6ae857689f0ba895,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_hourglass__1343x1364,analysis/figma/raw/images/6bda5ce4aa2a6848a588f2f906891a7356a6b28b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,40dbf7885c870b6b5c616043e34e2e3b72852389564bed936a1a37f0be3e74df,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_dungeon_goblin_strip__272x91,analysis/figma/raw/images/6c938c6f880b0cccecab051181158b9261e313c4,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,8f34dd7492c368f63d21cd8549a86c2fb8d59199acd1069ce06d439ac749d9f7,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_battle_swords__351x364,analysis/figma/raw/images/6cafbbc403628666824c3537dd354e81fc8bf517,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,b43e93b58d0cb5fe4026b5328fdf240eb03a8df4b4055a26e16bad9206df75b8,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_dungeon_infernal_strip__272x91,analysis/figma/raw/images/6e1d9f5aef9515eef69c96c0c505479d1da0d80b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,ec4b66b0dc31daba972f5a581b0b6c3880a37fcaf37bdc16d030161fa7e323f7,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_floating_islands__236x418,analysis/figma/raw/images/6e559698a8b3cecee291e0308c0730d4d11beecc,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,5bbd5f113ad673103d55b28dac8d6c72f31913ba2972c793b368e8054ea66832,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
portrait_inferno_dragon__311x295,analysis/figma/raw/images/6ef0339dd30a9f38bd3dd0ae17011aa50f2f5708,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,95be3b6e875c88bdfb5354f14ed3c459e21f83a869e45c203cf5cce1c8c99fb0,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_dungeon_infernal_strip__2172x724,analysis/figma/raw/images/7276c1544b69adce858414a636fc63bbad7714ec,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,bed40ad56e5b0c33cc1e573b37cd36deb5b1862983da0d2b9ffa2ca9428ed92f,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_fox_sorcerer_staff_orb__535x811,analysis/figma/raw/images/732d97e3ef064419ae0f5906ed9868ea45cab4ea,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,71e3d20a6c9d11d768c68f291d42acc25c715a7d57403ab70871cce07ed9e18c,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_fox_sorcerer_ring_mask__461x515,analysis/figma/raw/images/73470e7fcaf52e7d7e796c4160a597fa91217860,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,85448c224627bec7ff919696f00184e966fc66ee6d4f2f26d183f74a0c09e9d6,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_fox_sorcerer_staff_orb__268x406,analysis/figma/raw/images/738f59e3122928950a1bc9b956e1bfb867cfe8b1,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,15a3c24edcd9fb2a77f24c0cc7c42585b9ea22c7059045e1f26ef8635a5b4d20,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_elf_archer_boots__249x268,analysis/figma/raw/images/73efa90b29fc0fd6c80b77c7c64fa09649518957,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,a358d8c8fd66ce27d899777db7589fee54d6e52922e188780f345f8d87b35223,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
decoration_raccoon_castle__1254x1254_variant2,analysis/figma/raw/images/741e1dae868073fa4c6d79284c652a31207b2e69,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,ab0ddb1af853d6d13b16fb3d2aadfe1b71daf55ee00f0ed26040ba3d8964ff9e,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
currency_blue_orb__545x554,analysis/figma/raw/images/777e17cf85e51215e2caaff22ebb334b17be469a,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,3e6d03439c83df7e7e7a73172c38427c6bd0794568a411bf943309904e270042,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_owl_mage_staff_owl__239x418,analysis/figma/raw/images/778ed44d4ffac3c67ec16d188e7a76a0f7f77aae,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,048f3c41d8ac54b8e87495e293868ba02a31aa3265a2d7ab3cab9529efc4d847,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
portrait_owl_mage__311x296,analysis/figma/raw/images/782c9ef205e984f78f9b0c449e5c06742c661cc3,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,4775250dab9b4622bf66fd8b0ff54fa43c8257c5c74317c9855bf45b2a6191cf,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_inferno_dragon_robe__521x524,analysis/figma/raw/images/78bfa38b717308ddd2622ef3c8676cf9bd328b52,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,8af27cd5f91702b07a67a42889daa6859f861b53d5c102c974d74fb7727a875a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
reference_screen_start__213x462,analysis/figma/raw/images/7a1da81a8dae2e997e861677021e0dc93c0aa0f4,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review. Also excluded from interactive production import by content scope.",UNKNOWN,UNKNOWN,,,ec4996b49673ecb1994b77ac46d864c65541c9612677e62faf2cb1513b6af2c3,UNUSED_OR_REFERENCE_ONLY,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
branding_welcome_text__2172x724,analysis/figma/raw/images/7b964ceeade5e1566bf7ecb69061bac17843cb8a,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,9de33e14e820794e8cde868cd5225b233a3e99f4d98985d1a314690fa9e180dc,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
hero_inferno_dragon__472x437,analysis/figma/raw/images/7cbd10b7e6c71969b257cb4c6e4e8a393c7545d0,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,37992e550ae8f303a2c1b434fe5e7bc3ab3848432ade37fdc6e9729edbb2fb9d,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_button_orange__2542x1359,analysis/figma/raw/images/7d0289c641e46bae1b62d4fe28ea11d184302d26,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,f09a6fa7466d5ca352e1b5be84a02119f860fb5527dcd1941ca19f3b97103622,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_owl_mage_robe_crescent__306x337,analysis/figma/raw/images/7d1531028cb997d099014cdc8ae9f417c7cc5248,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,e5e02c5176e03ef85a2f5652e056b3782e66123287cd0a32114c337763b8199a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
hero_ice_fairy__1718x1740,analysis/figma/raw/images/7d89a5b1428ce1d8664a5023c0bd4a196292688c,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,c5bca6b0f0bdea1962f2f1882f0457b8dd53cc27c6e90edd9c25573d25929579,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
portrait_turtle_warrior__660x592,analysis/figma/raw/images/7db345e2f56a2a40ba912d41a5724b3e8d3b888e,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,4508b65d9bba20e222d9400b7e5a839e19212f309153ded7ce4880da7f840d9a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_settings__369x374,analysis/figma/raw/images/7de89c5429f37aa45c08a77de458feaa8b1ff2fe,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,de98eb4c4ba59f9c20dc8b1d3c81b5567615cc01242420c0767cddc44aba84c0,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_hourglass__336x341,analysis/figma/raw/images/7e32ef894094511eb4a2998cfd764989c3ecaecd,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,8a2034ab494d7c86de7f840c7490367a04fe19b9e7a931373e69585f08502de1,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
branding_app_icon__1254x1254,analysis/figma/raw/images/7eab4efc82b52ab4e650af14a157246a7fddc75e,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review. Also excluded from interactive production import by content scope.",UNKNOWN,UNKNOWN,,,eff164e56bbfb81c3d34d3a082b360a8fda48689f03fd10a2dd81fbe67b19697,UNUSED_OR_REFERENCE_ONLY,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
boss_frost_dragon__1995x1925,analysis/figma/raw/images/7f00e6a27e7f7b619d84155ace2e04e6f6feca26,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,39e0df703351086f18db825f78e516d6c51258604fa2a471c3029f7709431e51,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
